,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
261,131,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550,3632,4182,
262,132,2011-01-06,1,0,1,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,17.0
263,132,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695,4169,4864,
264,133,2011-01-06,1,0,1,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,18.0
265,133,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105,
266,134,2011-01-06,1,0,1,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,19.0
267,134,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902,2507,3409,
268,135,2011-01-06,1,0,1,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,20.0
269,135,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582,2971,4553,
270,136,2011-01-06,1,0,1,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,21.0
271,136,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958,
272,137,2011-01-06,1,0,1,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,22.0
273,137,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,
274,138,2011-01-06,1,0,1,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,23.0
275,138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,
276,139,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,0.0
277,139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,
278,140,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,1.0
279,140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917,
280,141,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,2.0
281,141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,
282,142,2011-01-07,1,0,1,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,4.0
283,142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,
284,143,2011-01-07,1,0,1,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,5.0
285,143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836,3438,4274,
286,144,2011-01-07,1,0,1,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,6.0
287,144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659,3833,4492,
288,145,2011-01-07,1,0,1,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,7.0
289,145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978,
290,146,2011-01-07,1,0,1,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,8.0
291,146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,
292,147,2011-01-07,1,0,1,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,9.0
293,147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,
294,148,2011-01-07,1,0,1,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,10.0
295,148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,
296,149,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,11.0
297,149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,
298,150,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,12.0
299,150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,
300,151,2011-01-07,1,0,1,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,13.0
301,151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,
302,152,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,14.0
303,152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,
304,153,2011-01-07,1,0,1,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,15.0
305,153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968,
306,154,2011-01-07,1,0,1,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,16.0
307,154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,
308,155,2011-01-07,1,0,1,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,17.0
309,155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,
310,156,2011-01-07,1,0,1,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,18.0
311,156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,
312,157,2011-01-07,1,0,1,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,19.0
313,157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,
314,158,2011-01-07,1,0,1,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,20.0
315,158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,
316,159,2011-01-07,1,0,1,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,21.0
317,159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,
318,160,2011-01-07,1,0,1,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,22.0
319,160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,
320,161,2011-01-07,1,0,1,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,23.0
321,161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,
322,162,2011-01-08,1,0,1,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,0.0
323,162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,
324,163,2011-01-08,1,0,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,1.0
325,163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,
326,164,2011-01-08,1,0,1,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,2.0
327,164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,
328,165,2011-01-08,1,0,1,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,3.0
329,165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,
330,166,2011-01-08,1,0,1,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,4.0
331,166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,
332,167,2011-01-08,1,0,1,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,5.0
333,167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,
334,168,2011-01-08,1,0,1,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,6.0
335,168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,
336,169,2011-01-08,1,0,1,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,7.0
337,169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,
338,170,2011-01-08,1,0,1,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,8.0
339,170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,
340,171,2011-01-08,1,0,1,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,9.0
341,171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,
342,172,2011-01-08,1,0,1,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,10.0
343,172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,
344,173,2011-01-08,1,0,1,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,11.0
345,173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,
346,174,2011-01-08,1,0,1,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,12.0
347,174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,
348,175,2011-01-08,1,0,1,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,13.0
349,175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,
350,176,2011-01-08,1,0,1,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,14.0
351,176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,
352,177,2011-01-08,1,0,1,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,15.0
353,177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,
354,178,2011-01-08,1,0,1,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,16.0
355,178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,
356,179,2011-01-08,1,0,1,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,17.0
357,179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,
358,180,2011-01-08,1,0,1,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,18.0
359,180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,
360,181,2011-01-08,1,0,1,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,19.0
361,181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,
362,182,2011-01-08,1,0,1,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,20.0
363,182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,
364,183,2011-01-08,1,0,1,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,21.0
365,183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,
366,184,2011-01-08,1,0,1,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,22.0
367,184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,
368,185,2011-01-08,1,0,1,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,23.0
369,185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,
370,186,2011-01-09,1,0,1,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,0.0
371,186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,
372,187,2011-01-09,1,0,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,1.0
373,187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,
374,188,2011-01-09,1,0,1,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,2.0
375,188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,
376,189,2011-01-09,1,0,1,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,3.0
377,189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,
378,190,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,4.0
379,190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,
380,191,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,5.0
381,191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,
382,192,2011-01-09,1,0,1,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,6.0
383,192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,
384,193,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,7.0
385,193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,
386,194,2011-01-09,1,0,1,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,8.0
387,194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,
388,195,2011-01-09,1,0,1,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,9.0
389,195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,
390,196,2011-01-09,1,0,1,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,10.0
391,196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,
392,197,2011-01-09,1,0,1,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,11.0
393,197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,
394,198,2011-01-09,1,0,1,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,12.0
395,198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,
396,199,2011-01-09,1,0,1,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,13.0
397,199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,
398,200,2011-01-09,1,0,1,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,14.0
399,200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,
400,201,2011-01-09,1,0,1,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,15.0
401,201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,
402,202,2011-01-09,1,0,1,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,16.0
403,202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,
404,203,2011-01-09,1,0,1,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,17.0
405,203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,
406,204,2011-01-09,1,0,1,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,18.0
407,204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,
408,205,2011-01-09,1,0,1,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,19.0
409,205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,
410,206,2011-01-09,1,0,1,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,20.0
411,206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,
412,207,2011-01-09,1,0,1,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,21.0
413,207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,
414,208,2011-01-09,1,0,1,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,22.0
415,208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,
416,209,2011-01-09,1,0,1,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,23.0
417,209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,
418,210,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,0.0
419,210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,
420,211,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,1.0
421,211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,
422,212,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,2.0
423,212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,
424,213,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,3.0
425,213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,
426,214,2011-01-10,1,0,1,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,4.0
427,214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,
428,215,2011-01-10,1,0,1,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,5.0
429,215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,
430,216,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,6.0
431,216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,
432,217,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,7.0
433,217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,
434,218,2011-01-10,1,0,1,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,8.0
435,218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,
436,219,2011-01-10,1,0,1,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,9.0
437,219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,
438,220,2011-01-10,1,0,1,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,10.0
439,220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,
440,221,2011-01-10,1,0,1,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,11.0
441,221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,
442,222,2011-01-10,1,0,1,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,12.0
443,222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,
444,223,2011-01-10,1,0,1,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,13.0
445,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,
446,224,2011-01-10,1,0,1,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,14.0
447,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,
448,225,2011-01-10,1,0,1,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,15.0
449,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,
450,226,2011-01-10,1,0,1,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,16.0
451,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,
452,227,2011-01-10,1,0,1,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,17.0
453,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,
454,228,2011-01-10,1,0,1,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,18.0
455,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,
456,229,2011-01-10,1,0,1,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,19.0
457,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,
458,230,2011-01-10,1,0,1,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,20.0
459,230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,
460,231,2011-01-10,1,0,1,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,21.0
461,231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,
462,232,2011-01-10,1,0,1,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,22.0
463,232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,
464,233,2011-01-10,1,0,1,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,23.0
465,233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,
466,234,2011-01-11,1,0,1,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,0.0
467,234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,
468,235,2011-01-11,1,0,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,1.0
469,235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,
470,236,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,2.0
471,236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,
472,237,2011-01-11,1,0,1,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,5.0
473,237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,
474,238,2011-01-11,1,0,1,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,6.0
475,238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,
476,239,2011-01-11,1,0,1,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,7.0
477,239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,
478,240,2011-01-11,1,0,1,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,8.0
479,240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,
480,241,2011-01-11,1,0,1,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,9.0
481,241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,
482,242,2011-01-11,1,0,1,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,10.0
483,242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,
484,243,2011-01-11,1,0,1,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,11.0
485,243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,
486,244,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,12.0
487,244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,
488,245,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,13.0
489,245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,
490,246,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,14.0
491,246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,
492,247,2011-01-11,1,0,1,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,15.0
493,247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,
494,248,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,16.0
495,248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,
496,249,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,17.0
497,249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,
498,250,2011-01-11,1,0,1,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,18.0
499,250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,
500,251,2011-01-11,1,0,1,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,19.0
501,251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,
502,252,2011-01-11,1,0,1,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,20.0
503,252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,
504,253,2011-01-11,1,0,1,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,21.0
505,253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,
506,254,2011-01-11,1,0,1,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,22.0
507,254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,
508,255,2011-01-11,1,0,1,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,23.0
509,255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,
510,256,2011-01-12,1,0,1,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,0.0
511,256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,
512,257,2011-01-12,1,0,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,1.0
513,257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,
514,258,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,2.0
515,258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,
516,259,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5.0
517,259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,
518,260,2011-01-12,1,0,1,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,6.0
519,260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,
520,261,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,7.0
521,261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,
